name,location,contact,services,source_url,scraped_at
HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL,"Highlighting the pivotal role of the Ghana Health Service, the Minister described the institution as the frontline of care, from CHPS compounds to regional hospitals and underscored its central role in delivering the government’s health reforms.","{""@context"":""http:\/\/schema.org"",""@type"":""BreadcrumbList"",""@id"":""#Breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""name"":""Home"",""@id"":""https:\/\/www.moh.gov.gh\/""}},{""@type"":""ListItem"",""position"":2,""item"":{""name"":""News &amp; Events"",""@id"":""https:\/\/www.moh.gov.gh\/category\/news\/""}}]}",['HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL'],https://www.moh.gov.gh/health-minister-inaugurates-boards-of-ghana-health-service-and-ho-teaching-hospital/,2025-07-09T14:26:54.037656
HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL,"Highlighting the pivotal role of the Ghana Health Service, the Minister described the institution as the frontline of care, from CHPS compounds to regional hospitals and underscored its central role in delivering the government’s health reforms.","{""@context"":""http:\/\/schema.org"",""@type"":""BreadcrumbList"",""@id"":""#Breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""name"":""Home"",""@id"":""https:\/\/www.moh.gov.gh\/""}},{""@type"":""ListItem"",""position"":2,""item"":{""name"":""News &amp; Events"",""@id"":""https:\/\/www.moh.gov.gh\/category\/news\/""}}]}",['HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL'],https://www.moh.gov.gh/health-minister-inaugurates-boards-of-ghana-health-service-and-ho-teaching-hospital/,2025-07-09T14:26:54.038626
HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL,,,['HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL'],https://www.moh.gov.gh/health-minister-inaugurates-boards-of-ghana-health-service-and-ho-teaching-hospital/,2025-07-09T14:26:54.039548
HEALTH MINISTER DONATES MEDICAL EQUIPMENT TO TAMALE TEACHING HOSPITAL,"He noted that the wellbeing of the ordinary Ghanaian should be central to healthcare delivery, cautioning against practices that marginalize the underprivileged due to resource scarcity. According to him, every Ghanaian life is valuable, and the system must reflect that belief in both policy and practice.","{""@context"":""http:\/\/schema.org"",""@type"":""BreadcrumbList"",""@id"":""#Breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""name"":""Home"",""@id"":""https:\/\/www.moh.gov.gh\/""}},{""@type"":""ListItem"",""position"":2,""item"":{""name"":""News &amp; Events"",""@id"":""https:\/\/www.moh.gov.gh\/category\/news\/""}}]}",['The donation to the  Tamale Teaching Hospital forms part of a broader national initiative to modernize medical infrastructure and enhance service delivery in Ghana’s healthcare.'],https://www.moh.gov.gh/health-minister-donates-medical-equipment-to-tamale-teaching-hospital/,2025-07-09T14:26:58.349132
HEALTH MINISTER DONATES MEDICAL EQUIPMENT TO TAMALE TEACHING HOSPITAL,"He noted that the wellbeing of the ordinary Ghanaian should be central to healthcare delivery, cautioning against practices that marginalize the underprivileged due to resource scarcity. According to him, every Ghanaian life is valuable, and the system must reflect that belief in both policy and practice.","{""@context"":""http:\/\/schema.org"",""@type"":""BreadcrumbList"",""@id"":""#Breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""name"":""Home"",""@id"":""https:\/\/www.moh.gov.gh\/""}},{""@type"":""ListItem"",""position"":2,""item"":{""name"":""News &amp; Events"",""@id"":""https:\/\/www.moh.gov.gh\/category\/news\/""}}]}",['The donation to the  Tamale Teaching Hospital forms part of a broader national initiative to modernize medical infrastructure and enhance service delivery in Ghana’s healthcare.'],https://www.moh.gov.gh/health-minister-donates-medical-equipment-to-tamale-teaching-hospital/,2025-07-09T14:26:58.361402
HEALTH MINISTER DONATES MEDICAL EQUIPMENT TO TAMALE TEACHING HOSPITAL,"He noted that the wellbeing of the ordinary Ghanaian should be central to healthcare delivery, cautioning against practices that marginalize the underprivileged due to resource scarcity. According to him, every Ghanaian life is valuable, and the system must reflect that belief in both policy and practice.","{""@context"":""http:\/\/schema.org"",""@type"":""BreadcrumbList"",""@id"":""#Breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""name"":""Home"",""@id"":""https:\/\/www.moh.gov.gh\/""}},{""@type"":""ListItem"",""position"":2,""item"":{""name"":""News &amp; Events"",""@id"":""https:\/\/www.moh.gov.gh\/category\/news\/""}}]}",['The donation to the  Tamale Teaching Hospital forms part of a broader national initiative to modernize medical infrastructure and enhance service delivery in Ghana’s healthcare.'],https://www.moh.gov.gh/health-minister-donates-medical-equipment-to-tamale-teaching-hospital/,2025-07-09T14:26:58.373715
HEALTH MINISTER DONATES MEDICAL EQUIPMENT TO TAMALE TEACHING HOSPITAL,"He noted that the wellbeing of the ordinary Ghanaian should be central to healthcare delivery, cautioning against practices that marginalize the underprivileged due to resource scarcity. According to him, every Ghanaian life is valuable, and the system must reflect that belief in both policy and practice.","{""@context"":""http:\/\/schema.org"",""@type"":""BreadcrumbList"",""@id"":""#Breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""name"":""Home"",""@id"":""https:\/\/www.moh.gov.gh\/""}},{""@type"":""ListItem"",""position"":2,""item"":{""name"":""News &amp; Events"",""@id"":""https:\/\/www.moh.gov.gh\/category\/news\/""}}]}",['The donation to the  Tamale Teaching Hospital forms part of a broader national initiative to modernize medical infrastructure and enhance service delivery in Ghana’s healthcare.'],https://www.moh.gov.gh/health-minister-donates-medical-equipment-to-tamale-teaching-hospital/,2025-07-09T14:26:58.447552
HEALTH MINISTER DONATES MEDICAL EQUIPMENT TO TAMALE TEACHING HOSPITAL,"He noted that the wellbeing of the ordinary Ghanaian should be central to healthcare delivery, cautioning against practices that marginalize the underprivileged due to resource scarcity. According to him, every Ghanaian life is valuable, and the system must reflect that belief in both policy and practice.","{""@context"":""http:\/\/schema.org"",""@type"":""BreadcrumbList"",""@id"":""#Breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""name"":""Home"",""@id"":""https:\/\/www.moh.gov.gh\/""}},{""@type"":""ListItem"",""position"":2,""item"":{""name"":""News &amp; Events"",""@id"":""https:\/\/www.moh.gov.gh\/category\/news\/""}}]}",['The donation to the  Tamale Teaching Hospital forms part of a broader national initiative to modernize medical infrastructure and enhance service delivery in Ghana’s healthcare.'],https://www.moh.gov.gh/health-minister-donates-medical-equipment-to-tamale-teaching-hospital/,2025-07-09T14:26:58.451016
HEALTH MINISTER DONATES MEDICAL EQUIPMENT TO TAMALE TEACHING HOSPITAL,"He noted that the wellbeing of the ordinary Ghanaian should be central to healthcare delivery, cautioning against practices that marginalize the underprivileged due to resource scarcity. According to him, every Ghanaian life is valuable, and the system must reflect that belief in both policy and practice.","{""@context"":""http:\/\/schema.org"",""@type"":""BreadcrumbList"",""@id"":""#Breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""name"":""Home"",""@id"":""https:\/\/www.moh.gov.gh\/""}},{""@type"":""ListItem"",""position"":2,""item"":{""name"":""News &amp; Events"",""@id"":""https:\/\/www.moh.gov.gh\/category\/news\/""}}]}",['The donation to the  Tamale Teaching Hospital forms part of a broader national initiative to modernize medical infrastructure and enhance service delivery in Ghana’s healthcare.'],https://www.moh.gov.gh/health-minister-donates-medical-equipment-to-tamale-teaching-hospital/,2025-07-09T14:26:58.454442
HEALTH MINISTER DONATES MEDICAL EQUIPMENT TO TAMALE TEACHING HOSPITAL,"He noted that the wellbeing of the ordinary Ghanaian should be central to healthcare delivery, cautioning against practices that marginalize the underprivileged due to resource scarcity. According to him, every Ghanaian life is valuable, and the system must reflect that belief in both policy and practice.","{""@context"":""http:\/\/schema.org"",""@type"":""BreadcrumbList"",""@id"":""#Breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""name"":""Home"",""@id"":""https:\/\/www.moh.gov.gh\/""}},{""@type"":""ListItem"",""position"":2,""item"":{""name"":""News &amp; Events"",""@id"":""https:\/\/www.moh.gov.gh\/category\/news\/""}}]}",['The donation to the  Tamale Teaching Hospital forms part of a broader national initiative to modernize medical infrastructure and enhance service delivery in Ghana’s healthcare.'],https://www.moh.gov.gh/health-minister-donates-medical-equipment-to-tamale-teaching-hospital/,2025-07-09T14:26:58.456504
HEALTH MINISTER DONATES MEDICAL EQUIPMENT TO TAMALE TEACHING HOSPITAL,,,[],https://www.moh.gov.gh/health-minister-donates-medical-equipment-to-tamale-teaching-hospital/,2025-07-09T14:26:58.458453
Minister for Health commissioned Kpone Municipal Hospital,"The Government of Ghana in collaboration with Czech Republic have officially commissioned the Kpone Municipal Hospital in the GreatAccra Region, a significant milestone in enhancing Ghanaians’ access to quality healthcare.","//<![CDATA[
(function(){for(var g=""function""==typeof Object.defineProperties?Object.defineProperty:function(b,c,a){if(a.get||a.set)throw new TypeError(""ES3 does not support getters and setters."");b!=Array.prototype&&b!=Object.prototype&&(b[c]=a.value)},h=""undefined""!=typeof window&&window===this?this:""undefined""!=typeof global&&null!=global?global:this,k=[""String"",""prototype"",""repeat""],l=0;l<k.length-1;l++){var m=k[l];m in h||(h[m]={});h=h[m]}var n=k[k.length-1],p=h[n],q=p?p:function(b){var c;if(null==this)throw new TypeError(""The 'this' value for String.prototype.repeat must not be null or undefined"");c=this+"""";if(0>b||1342177279<b)throw new RangeError(""Invalid count value"");b|=0;for(var a="""";b;)if(b&1&&(a+=c),b>>>=1)c+=c;return a};q!=p&&null!=q&&g(h,n,{configurable:!0,writable:!0,value:q});var t=this;function u(b,c){var a=b.split("".""),d=t;a[0]in d||!d.execScript||d.execScript(""var ""+a[0]);for(var e;a.length&&(e=a.shift());)a.length||void 0===c?d[e]?d=d[e]:d=d[e]={}:d[e]=c};function v(b){var c=b.length;if(0<c){for(var a=Array(c),d=0;d<c;d++)a[d]=b[d];return a}return[]};function w(b){var c=window;if(c.addEventListener)c.addEventListener(""load"",b,!1);else if(c.attachEvent)c.attachEvent(""onload"",b);else{var a=c.onload;c.onload=function(){b.call(this);a&&a.call(this)}}};var x;function y(b,c,a,d,e){this.h=b;this.j=c;this.l=a;this.f=e;this.g={height:window.innerHeight||document.documentElement.clientHeight||document.body.clientHeight,width:window.innerWidth||document.documentElement.clientWidth||document.body.clientWidth};this.i=d;this.b={};this.a=[];this.c={}}function z(b,c){var a,d,e=c.getAttribute(""data-pagespeed-url-hash"");if(a=e&&!(e in b.c))if(0>=c.offsetWidth&&0>=c.offsetHeight)a=!1;else{d=c.getBoundingClientRect();var f=document.body;a=d.top+(""pageYOffset""in window?window.pageYOffset:(document.documentElement||f.parentNode||f).scrollTop);d=d.left+(""pageXOffset""in window?window.pageXOffset:(document.documentElement||f.parentNode||f).scrollLeft);f=a.toString()+"",""+d;b.b.hasOwnProperty(f)?a=!1:(b.b[f]=!0,a=a<=b.g.height&&d<=b.g.width)}a&&(b.a.push(e),b.c[e]=!0)}y.prototype.checkImageForCriticality=function(b){b.getBoundingClientRect&&z(this,b)};u(""pagespeed.CriticalImages.checkImageForCriticality"",function(b){x.checkImageForCriticality(b)});u(""pagespeed.CriticalImages.checkCriticalImages"",function(){A(x)});function A(b){b.b={};for(var c=[""IMG"",""INPUT""],a=[],d=0;d<c.length;++d)a=a.concat(v(document.getElementsByTagName(c[d])));if(a.length&&a[0].getBoundingClientRect){for(d=0;c=a[d];++d)z(b,c);a=""oh=""+b.l;b.f&&(a+=""&n=""+b.f);if(c=!!b.a.length)for(a+=""&ci=""+encodeURIComponent(b.a[0]),d=1;d<b.a.length;++d){var e="",""+encodeURIComponent(b.a[d]);131072>=a.length+e.length&&(a+=e)}b.i&&(e=""&rd=""+encodeURIComponent(JSON.stringify(B())),131072>=a.length+e.length&&(a+=e),c=!0);C=a;if(c){d=b.h;b=b.j;var f;if(window.XMLHttpRequest)f=new XMLHttpRequest;else if(window.ActiveXObject)try{f=new ActiveXObject(""Msxml2.XMLHTTP"")}catch(r){try{f=new ActiveXObject(""Microsoft.XMLHTTP"")}catch(D){}}f&&(f.open(""POST"",d+(-1==d.indexOf(""?"")?""?"":""&"")+""url=""+encodeURIComponent(b)),f.setRequestHeader(""Content-Type"",""application/x-www-form-urlencoded""),f.send(a))}}}function B(){var b={},c;c=document.getElementsByTagName(""IMG"");if(!c.length)return{};var a=c[0];if(!(""naturalWidth""in a&&""naturalHeight""in a))return{};for(var d=0;a=c[d];++d){var e=a.getAttribute(""data-pagespeed-url-hash"");e&&(!(e in b)&&0<a.width&&0<a.height&&0<a.naturalWidth&&0<a.naturalHeight||e in b&&a.width>=b[e].o&&a.height>=b[e].m)&&(b[e]={rw:a.width,rh:a.height,ow:a.naturalWidth,oh:a.naturalHeight})}return b}var C="""";u(""pagespeed.CriticalImages.getBeaconData"",function(){return C});u(""pagespeed.CriticalImages.Run"",function(b,c,a,d,e,f){var r=new y(b,c,a,e,f);x=r;d&&w(function(){window.setTimeout(function(){A(r)},0)})});})();pagespeed.CriticalImages.Run('/mod_pagespeed_beacon','https://www.moh.gov.gh/minister-for-health-commissioned-kpone-municipal-hospital/','82dtZm2p5Q',true,false,'jLB29XzNlsE');
//]]>","['It also features a Services Block, staff offices, and accommodation with a one-year post-completion warranty and maintenance plan.']",https://www.moh.gov.gh/minister-for-health-commissioned-kpone-municipal-hospital/,2025-07-09T14:27:00.149494
Minister for Health commissioned Kpone Municipal Hospital,"The Government of Ghana in collaboration with Czech Republic have officially commissioned the Kpone Municipal Hospital in the GreatAccra Region, a significant milestone in enhancing Ghanaians’ access to quality healthcare.","//<![CDATA[
(function(){for(var g=""function""==typeof Object.defineProperties?Object.defineProperty:function(b,c,a){if(a.get||a.set)throw new TypeError(""ES3 does not support getters and setters."");b!=Array.prototype&&b!=Object.prototype&&(b[c]=a.value)},h=""undefined""!=typeof window&&window===this?this:""undefined""!=typeof global&&null!=global?global:this,k=[""String"",""prototype"",""repeat""],l=0;l<k.length-1;l++){var m=k[l];m in h||(h[m]={});h=h[m]}var n=k[k.length-1],p=h[n],q=p?p:function(b){var c;if(null==this)throw new TypeError(""The 'this' value for String.prototype.repeat must not be null or undefined"");c=this+"""";if(0>b||1342177279<b)throw new RangeError(""Invalid count value"");b|=0;for(var a="""";b;)if(b&1&&(a+=c),b>>>=1)c+=c;return a};q!=p&&null!=q&&g(h,n,{configurable:!0,writable:!0,value:q});var t=this;function u(b,c){var a=b.split("".""),d=t;a[0]in d||!d.execScript||d.execScript(""var ""+a[0]);for(var e;a.length&&(e=a.shift());)a.length||void 0===c?d[e]?d=d[e]:d=d[e]={}:d[e]=c};function v(b){var c=b.length;if(0<c){for(var a=Array(c),d=0;d<c;d++)a[d]=b[d];return a}return[]};function w(b){var c=window;if(c.addEventListener)c.addEventListener(""load"",b,!1);else if(c.attachEvent)c.attachEvent(""onload"",b);else{var a=c.onload;c.onload=function(){b.call(this);a&&a.call(this)}}};var x;function y(b,c,a,d,e){this.h=b;this.j=c;this.l=a;this.f=e;this.g={height:window.innerHeight||document.documentElement.clientHeight||document.body.clientHeight,width:window.innerWidth||document.documentElement.clientWidth||document.body.clientWidth};this.i=d;this.b={};this.a=[];this.c={}}function z(b,c){var a,d,e=c.getAttribute(""data-pagespeed-url-hash"");if(a=e&&!(e in b.c))if(0>=c.offsetWidth&&0>=c.offsetHeight)a=!1;else{d=c.getBoundingClientRect();var f=document.body;a=d.top+(""pageYOffset""in window?window.pageYOffset:(document.documentElement||f.parentNode||f).scrollTop);d=d.left+(""pageXOffset""in window?window.pageXOffset:(document.documentElement||f.parentNode||f).scrollLeft);f=a.toString()+"",""+d;b.b.hasOwnProperty(f)?a=!1:(b.b[f]=!0,a=a<=b.g.height&&d<=b.g.width)}a&&(b.a.push(e),b.c[e]=!0)}y.prototype.checkImageForCriticality=function(b){b.getBoundingClientRect&&z(this,b)};u(""pagespeed.CriticalImages.checkImageForCriticality"",function(b){x.checkImageForCriticality(b)});u(""pagespeed.CriticalImages.checkCriticalImages"",function(){A(x)});function A(b){b.b={};for(var c=[""IMG"",""INPUT""],a=[],d=0;d<c.length;++d)a=a.concat(v(document.getElementsByTagName(c[d])));if(a.length&&a[0].getBoundingClientRect){for(d=0;c=a[d];++d)z(b,c);a=""oh=""+b.l;b.f&&(a+=""&n=""+b.f);if(c=!!b.a.length)for(a+=""&ci=""+encodeURIComponent(b.a[0]),d=1;d<b.a.length;++d){var e="",""+encodeURIComponent(b.a[d]);131072>=a.length+e.length&&(a+=e)}b.i&&(e=""&rd=""+encodeURIComponent(JSON.stringify(B())),131072>=a.length+e.length&&(a+=e),c=!0);C=a;if(c){d=b.h;b=b.j;var f;if(window.XMLHttpRequest)f=new XMLHttpRequest;else if(window.ActiveXObject)try{f=new ActiveXObject(""Msxml2.XMLHTTP"")}catch(r){try{f=new ActiveXObject(""Microsoft.XMLHTTP"")}catch(D){}}f&&(f.open(""POST"",d+(-1==d.indexOf(""?"")?""?"":""&"")+""url=""+encodeURIComponent(b)),f.setRequestHeader(""Content-Type"",""application/x-www-form-urlencoded""),f.send(a))}}}function B(){var b={},c;c=document.getElementsByTagName(""IMG"");if(!c.length)return{};var a=c[0];if(!(""naturalWidth""in a&&""naturalHeight""in a))return{};for(var d=0;a=c[d];++d){var e=a.getAttribute(""data-pagespeed-url-hash"");e&&(!(e in b)&&0<a.width&&0<a.height&&0<a.naturalWidth&&0<a.naturalHeight||e in b&&a.width>=b[e].o&&a.height>=b[e].m)&&(b[e]={rw:a.width,rh:a.height,ow:a.naturalWidth,oh:a.naturalHeight})}return b}var C="""";u(""pagespeed.CriticalImages.getBeaconData"",function(){return C});u(""pagespeed.CriticalImages.Run"",function(b,c,a,d,e,f){var r=new y(b,c,a,e,f);x=r;d&&w(function(){window.setTimeout(function(){A(r)},0)})});})();pagespeed.CriticalImages.Run('/mod_pagespeed_beacon','https://www.moh.gov.gh/minister-for-health-commissioned-kpone-municipal-hospital/','82dtZm2p5Q',true,false,'jLB29XzNlsE');
//]]>","['It also features a Services Block, staff offices, and accommodation with a one-year post-completion warranty and maintenance plan.']",https://www.moh.gov.gh/minister-for-health-commissioned-kpone-municipal-hospital/,2025-07-09T14:27:00.155953
