title,description,target_group,objectives,url,scraped_at
HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.975425
HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.975758
HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.975981
HEALTH MINISTER APPEALS TO STRIKING HEALTH WORKERS TO RETURN TO DUTY,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.976177
HEALTH MINISTER APPEALS TO STRIKING HEALTH WORKERS TO RETURN TO DUTY,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.976498
HEALTH MINISTER APPEALS TO STRIKING HEALTH WORKERS TO RETURN TO DUTY,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.976730
HEALTH MINISTER SWEARS IN NEW BOARDS OF KEY HEALTH AGENCIES,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.976934
HEALTH MINISTER SWEARS IN NEW BOARDS OF KEY HEALTH AGENCIES,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.977214
HEALTH MINISTER SWEARS IN NEW BOARDS OF KEY HEALTH AGENCIES,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.977448
AFRICA CDC DIRECTOR GENERAL PAYS COURTESY CALL ON MINISTER FOR HEALTH,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.977636
AFRICA CDC DIRECTOR GENERAL PAYS COURTESY CALL ON MINISTER FOR HEALTH,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.977926
AFRICA CDC DIRECTOR GENERAL PAYS COURTESY CALL ON MINISTER FOR HEALTH,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.978141
PRESIDENT MAHAMA LAUNCHES GHANA MEDICAL TRUST FUND TO SUPPORT CHRONIC DISEASE CARE,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.978784
PRESIDENT MAHAMA LAUNCHES GHANA MEDICAL TRUST FUND TO SUPPORT CHRONIC DISEASE CARE,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.979054
PRESIDENT MAHAMA LAUNCHES GHANA MEDICAL TRUST FUND TO SUPPORT CHRONIC DISEASE CARE,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.979270
MINISTRY OF HEALTH ENGAGES GMA AND FACILITY HEADS ON SYSTEMIC CHALLENGES IN HEALTHCARE,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.979467
MINISTRY OF HEALTH ENGAGES GMA AND FACILITY HEADS ON SYSTEMIC CHALLENGES IN HEALTHCARE,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.979759
MINISTRY OF HEALTH ENGAGES GMA AND FACILITY HEADS ON SYSTEMIC CHALLENGES IN HEALTHCARE,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.979972
HEALTH MINISTER DONATES MEDICAL EQUIPMENT TO TAMALE TEACHING HOSPITAL,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.980168
HEALTH MINISTER DONATES MEDICAL EQUIPMENT TO TAMALE TEACHING HOSPITAL,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.980440
HEALTH MINISTER DONATES MEDICAL EQUIPMENT TO TAMALE TEACHING HOSPITAL,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.980667
MINISTER FOR HEALTH HOLDS EMERGENCY STAKEHOLDER MEETING WITH PRINCIPALS AND DIRECTORS OF HEALTH TRAINING INSTITUTIONS,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.980845
MINISTER FOR HEALTH HOLDS EMERGENCY STAKEHOLDER MEETING WITH PRINCIPALS AND DIRECTORS OF HEALTH TRAINING INSTITUTIONS,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.981132
MINISTER FOR HEALTH HOLDS EMERGENCY STAKEHOLDER MEETING WITH PRINCIPALS AND DIRECTORS OF HEALTH TRAINING INSTITUTIONS,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.981344
Minister for Health commissioned Kpone Municipal Hospital,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.981539
Minister for Health commissioned Kpone Municipal Hospital,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.981819
Minister for Health commissioned Kpone Municipal Hospital,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.982045
National Policy on Health Workforce Policy held by Ministry of Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.982222
National Policy on Health Workforce Policy held by Ministry of Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.982509
National Policy on Health Workforce Policy held by Ministry of Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.982719
Minister for Health and Social Protection in Morocco paid a courtesy visit to Ghana’s Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.982911
Minister for Health and Social Protection in Morocco paid a courtesy visit to Ghana’s Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.983191
Minister for Health and Social Protection in Morocco paid a courtesy visit to Ghana’s Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.983425
GAVI mission paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.983622
GAVI mission paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.983891
GAVI mission paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.984113
"Minister for Health inaugurates Ghana National Surgical, Obstetric, and Anesthesia Plan (NSOAP)",,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.984290
"Minister for Health inaugurates Ghana National Surgical, Obstetric, and Anesthesia Plan (NSOAP)",,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.984577
"Minister for Health inaugurates Ghana National Surgical, Obstetric, and Anesthesia Plan (NSOAP)",,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.984789
Ministry of Health destroyed large consignment of illicit opioid-containing drugs,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.984980
Ministry of Health destroyed large consignment of illicit opioid-containing drugs,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.985250
Ministry of Health destroyed large consignment of illicit opioid-containing drugs,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.985473
Ghana AIDS Commission DG paid a courtesy call on Health Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.985658
Ghana AIDS Commission DG paid a courtesy call on Health Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.985942
Ghana AIDS Commission DG paid a courtesy call on Health Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.986151
Egyptian Ambassador to Ghana paid a courtesy call on Health Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.986340
Egyptian Ambassador to Ghana paid a courtesy call on Health Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.986610
Egyptian Ambassador to Ghana paid a courtesy call on Health Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.986840
UNFPA Country Rep. paid a courtesy call on Health Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.987016
UNFPA Country Rep. paid a courtesy call on Health Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.987300
UNFPA Country Rep. paid a courtesy call on Health Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.987508
Ministry of Health commemorates 2025 world TB Day,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.987698
Ministry of Health commemorates 2025 world TB Day,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.987967
Ministry of Health commemorates 2025 world TB Day,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.988189
Hon. Minister for Health inaugurates Ghana Medical Trust Fund (MahamaCares) Taskforce,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.988366
Hon. Minister for Health inaugurates Ghana Medical Trust Fund (MahamaCares) Taskforce,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.988652
Hon. Minister for Health inaugurates Ghana Medical Trust Fund (MahamaCares) Taskforce,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.988861
Minister for Health paid a working visit to Ahanta West Municipal Hospital,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.989052
Minister for Health paid a working visit to Ahanta West Municipal Hospital,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.989321
Minister for Health paid a working visit to Ahanta West Municipal Hospital,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.989544
Minister for Health embarked on a visit to Agenda 111 sites in Ashanti Region,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.989730
Minister for Health embarked on a visit to Agenda 111 sites in Ashanti Region,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.990014
Minister for Health embarked on a visit to Agenda 111 sites in Ashanti Region,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.990223
WAHO DG paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.990413
WAHO DG paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.990682
WAHO DG paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.990904
Minister for Health commissions KOFIH Health Centre,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.991080
Minister for Health commissions KOFIH Health Centre,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.991365
Minister for Health commissions KOFIH Health Centre,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.991574
World Bank Operational Manager paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.991763
World Bank Operational Manager paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.992031
World Bank Operational Manager paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.992251
Korean Ambassador to Ghana paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.992427
Korean Ambassador to Ghana paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.992711
Korean Ambassador to Ghana paid a courtesy call on Minister for Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.992922
Health Minister visit Central Region on cholera cases,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.993112
Health Minister visit Central Region on cholera cases,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.993381
Health Minister visit Central Region on cholera cases,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.993610
US AMBASSADOR CALLS ON HEALTH MINISTER TO DISCUSS USAID FUNDING AND HEALTHCARE IMPROVEMENTS,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.993787
US AMBASSADOR CALLS ON HEALTH MINISTER TO DISCUSS USAID FUNDING AND HEALTHCARE IMPROVEMENTS,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.994071
US AMBASSADOR CALLS ON HEALTH MINISTER TO DISCUSS USAID FUNDING AND HEALTHCARE IMPROVEMENTS,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.994281
Minister for Health pays a working visit to Upper West on Meningitis fight,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.994471
Minister for Health pays a working visit to Upper West on Meningitis fight,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.994749
Minister for Health pays a working visit to Upper West on Meningitis fight,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.994972
Ministry of Health welcomes Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.995150
Ministry of Health welcomes Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.995418
Ministry of Health welcomes Minister,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.995627
President John Mahama sworn in Hon. Kwabena Mintah Akandoh as the Minister of Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.995801
President John Mahama sworn in Hon. Kwabena Mintah Akandoh as the Minister of Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.996070
President John Mahama sworn in Hon. Kwabena Mintah Akandoh as the Minister of Health,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:28.996278
Health Minister visits UG health facilities,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.002944
Health Minister visits UG health facilities,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.003674
Health Minister visits UG health facilities,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.004183
Health Minister visits UG health facilities,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.004487
Health Minister visits UG health facilities,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.004698
HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.004877
HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.005185
HEALTH MINISTER INAUGURATES BOARDS OF GHANA HEALTH SERVICE AND HO TEACHING HOSPITAL,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.005395
HEALTH MINISTER APPEALS TO STRIKING HEALTH WORKERS TO RETURN TO DUTY,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.005589
HEALTH MINISTER APPEALS TO STRIKING HEALTH WORKERS TO RETURN TO DUTY,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.005901
HEALTH MINISTER APPEALS TO STRIKING HEALTH WORKERS TO RETURN TO DUTY,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.006129
HEALTH MINISTER SWEARS IN NEW BOARDS OF KEY HEALTH AGENCIES,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.006317
HEALTH MINISTER SWEARS IN NEW BOARDS OF KEY HEALTH AGENCIES,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.006619
HEALTH MINISTER SWEARS IN NEW BOARDS OF KEY HEALTH AGENCIES,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.006829
AFRICA CDC DIRECTOR GENERAL PAYS COURTESY CALL ON MINISTER FOR HEALTH,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.007007
AFRICA CDC DIRECTOR GENERAL PAYS COURTESY CALL ON MINISTER FOR HEALTH,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.007311
AFRICA CDC DIRECTOR GENERAL PAYS COURTESY CALL ON MINISTER FOR HEALTH,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.007518
Capital Projects,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.019390
Capital Projects,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.020344
Capital Projects,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.021221
Capital Projects,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.022103
Capital Projects,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.022926
Capital Projects,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.023495
Capital Projects,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.023879
Capital Projects,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.024216
Programme Updates,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.025595
Programme Updates,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.025989
Programme Updates,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.026344
National E-Health Project with Bio-surveillance (Early Warning) System,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.026536
National E-Health Project with Bio-surveillance (Early Warning) System,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.026996
QualityRights in Mental Health – Ghana Project,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.027178
Allied Health Professions Council,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.038312
Allied Health Professions Council,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.038749
Christian Health Association of Ghana,,,[],https://www.moh.gov.gh/,2025-07-09T14:34:29.039063
Health Partners,Ministry of Health– P.O.Box M 44Sekou Toure AvenueNorth RidgeAdjacent National Health Insurance Head Office,,[],https://www.moh.gov.gh/health-partners/,2025-07-09T14:34:29.614327
Health Partners,Ministry of Health– P.O.Box M 44Sekou Toure AvenueNorth RidgeAdjacent National Health Insurance Head Office,,[],https://www.moh.gov.gh/health-partners/,2025-07-09T14:34:29.616892
Health Partners,Ministry of Health– P.O.Box M 44Sekou Toure AvenueNorth RidgeAdjacent National Health Insurance Head Office,,[],https://www.moh.gov.gh/health-partners/,2025-07-09T14:34:29.619497
Health Partners,,,[],https://www.moh.gov.gh/health-partners/,2025-07-09T14:34:29.621960
Health Partners,,,[],https://www.moh.gov.gh/health-partners/,2025-07-09T14:34:29.622529
Health Partners,,,[],https://www.moh.gov.gh/health-partners/,2025-07-09T14:34:29.623077
Health Partners,,,[],https://www.moh.gov.gh/health-partners/,2025-07-09T14:34:29.623565
Health Partners,,,[],https://www.moh.gov.gh/health-partners/,2025-07-09T14:34:29.624255
Annual Programme of Work,Five Year Programme  of Work Ministry of Health– P.O.Box M 44Sekou Toure AvenueNorth RidgeAdjacent National Health Insurance Head Office,,[],https://www.moh.gov.gh/annual-programme-of-work/,2025-07-09T14:34:30.725351
Annual Programme of Work,Five Year Programme  of Work Ministry of Health– P.O.Box M 44Sekou Toure AvenueNorth RidgeAdjacent National Health Insurance Head Office,,[],https://www.moh.gov.gh/annual-programme-of-work/,2025-07-09T14:34:30.730168
Annual Programme of Work,Five Year Programme  of Work Ministry of Health– P.O.Box M 44Sekou Toure AvenueNorth RidgeAdjacent National Health Insurance Head Office,,[],https://www.moh.gov.gh/annual-programme-of-work/,2025-07-09T14:34:30.734959
Annual Programme of Work,Five Year Programme  of Work,,[],https://www.moh.gov.gh/annual-programme-of-work/,2025-07-09T14:34:30.756344
Annual Programme of Work,Five Year Programme  of Work,,[],https://www.moh.gov.gh/annual-programme-of-work/,2025-07-09T14:34:30.757403
Annual Programme of Work,Five Year Programme  of Work,,[],https://www.moh.gov.gh/annual-programme-of-work/,2025-07-09T14:34:30.758490
Annual Programme of Work,Five Year Programme  of Work,,[],https://www.moh.gov.gh/annual-programme-of-work/,2025-07-09T14:34:30.759147
Annual Programme of Work,,,[],https://www.moh.gov.gh/annual-programme-of-work/,2025-07-09T14:34:30.759769
Capital Projects,SMD Report Updated D.H – FINAL 3.0 Ridge Hospital – 600 beds – SOA – Final,,[],https://www.moh.gov.gh/category/capital-projects/,2025-07-09T14:34:31.317931
Capital Projects,SMD Report Updated D.H – FINAL 3.0 Ridge Hospital – 600 beds – SOA – Final,,[],https://www.moh.gov.gh/category/capital-projects/,2025-07-09T14:34:31.323009
Capital Projects,SMD Report Updated D.H – FINAL 3.0 Ridge Hospital – 600 beds – SOA – Final,,[],https://www.moh.gov.gh/category/capital-projects/,2025-07-09T14:34:31.328088
Capital Projects,SMD Report Updated D.H – FINAL 3.0 Ridge Hospital – 600 beds – SOA – Final,,[],https://www.moh.gov.gh/category/capital-projects/,2025-07-09T14:34:31.349733
Capital Projects,SMD Report Updated D.H – FINAL 3.0 Ridge Hospital – 600 beds – SOA – Final,,[],https://www.moh.gov.gh/category/capital-projects/,2025-07-09T14:34:31.351086
Capital Projects,SMD Report Updated D.H – FINAL 3.0 Ridge Hospital – 600 beds – SOA – Final,,[],https://www.moh.gov.gh/category/capital-projects/,2025-07-09T14:34:31.352468
Construction of 1600 New Chps Compounds Across the Country Dedicating a Good Proportion of these to Maternal Health and Neonatal Care Services,The Ministry has successfully reviewed and revised the CHPS concept. In lieu of this the previous designs and cost estimates…,,[],https://www.moh.gov.gh/category/capital-projects/,2025-07-09T14:34:31.357913
Ghana 8 No Hospital Project,"The Wa Regional Hospital which is part of the $339million, 8-Number Hospitals project by Euroget De Invest commenced in October,…",,[],https://www.moh.gov.gh/category/capital-projects/,2025-07-09T14:34:31.359505
Programme Updates,"Implementation of the National E-Health Project The Ministry of Health’s National E-Health Project, featuring the Lightwave Health Information Management System… The QualityRights initiative in Ghana, aims to strategically launch and roll out, over the course of 3 years, an e-training… The development objective of the Nutrition and Malaria Control for Child Survival Project for Ghana is to improve utilization of…",,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:31.999330
Programme Updates,"Implementation of the National E-Health Project The Ministry of Health’s National E-Health Project, featuring the Lightwave Health Information Management System… The QualityRights initiative in Ghana, aims to strategically launch and roll out, over the course of 3 years, an e-training… The development objective of the Nutrition and Malaria Control for Child Survival Project for Ghana is to improve utilization of…",,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.003165
Programme Updates,"Implementation of the National E-Health Project The Ministry of Health’s National E-Health Project, featuring the Lightwave Health Information Management System… The QualityRights initiative in Ghana, aims to strategically launch and roll out, over the course of 3 years, an e-training… The development objective of the Nutrition and Malaria Control for Child Survival Project for Ghana is to improve utilization of…",,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.006965
Programme Updates,"Implementation of the National E-Health Project The Ministry of Health’s National E-Health Project, featuring the Lightwave Health Information Management System… The QualityRights initiative in Ghana, aims to strategically launch and roll out, over the course of 3 years, an e-training… The development objective of the Nutrition and Malaria Control for Child Survival Project for Ghana is to improve utilization of…",,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.027515
Programme Updates,"Implementation of the National E-Health Project The Ministry of Health’s National E-Health Project, featuring the Lightwave Health Information Management System… The QualityRights initiative in Ghana, aims to strategically launch and roll out, over the course of 3 years, an e-training… The development objective of the Nutrition and Malaria Control for Child Survival Project for Ghana is to improve utilization of…",,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.028180
Programme Updates,"Implementation of the National E-Health Project The Ministry of Health’s National E-Health Project, featuring the Lightwave Health Information Management System… The QualityRights initiative in Ghana, aims to strategically launch and roll out, over the course of 3 years, an e-training… The development objective of the Nutrition and Malaria Control for Child Survival Project for Ghana is to improve utilization of…",,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.028856
National E-Health Project with Bio-surveillance (Early Warning) System,"Implementation of the National E-Health Project The Ministry of Health’s National E-Health Project, featuring the Lightwave Health Information Management System… The QualityRights initiative in Ghana, aims to strategically launch and roll out, over the course of 3 years, an e-training… The development objective of the Nutrition and Malaria Control for Child Survival Project for Ghana is to improve utilization of…",,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.029484
National E-Health Project with Bio-surveillance (Early Warning) System,"Implementation of the National E-Health Project The Ministry of Health’s National E-Health Project, featuring the Lightwave Health Information Management System… The QualityRights initiative in Ghana, aims to strategically launch and roll out, over the course of 3 years, an e-training… The development objective of the Nutrition and Malaria Control for Child Survival Project for Ghana is to improve utilization of…",,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.030141
National E-Health Project with Bio-surveillance (Early Warning) System,"Implementation of the National E-Health Project The Ministry of Health’s National E-Health Project, featuring the Lightwave Health Information Management System… The QualityRights initiative in Ghana, aims to strategically launch and roll out, over the course of 3 years, an e-training… The development objective of the Nutrition and Malaria Control for Child Survival Project for Ghana is to improve utilization of…",,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.030775
National E-Health Project with Bio-surveillance (Early Warning) System,"Implementation of the National E-Health Project The Ministry of Health’s National E-Health Project, featuring the Lightwave Health Information Management System…",,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.031383
QualityRights in Mental Health – Ghana Project,"The QualityRights initiative in Ghana, aims to strategically launch and roll out, over the course of 3 years, an e-training…",,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.031983
Climate Change Health Project,Climate Health Ghana project is national strategy for mainstreaming climate change risks into health sector policies and measures will be…,,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.033053
Millennium Accelerated Framework (MAF) Programme,The MDG Acceleration Framework (MAF) focuses on improving maternal health at both community and health care facilities through the use…,,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.033679
Regenerative Health & Nutrition,Regenerative health is the attainment of optimal physical and mental well being through the adoption of holistic healthy lifestyles that…,,[],https://www.moh.gov.gh/category/programme-updates/,2025-07-09T14:34:32.034313
Millennium Accelerated Framework (MAF) Programme,"The MDG Acceleration Framework (MAF) focuses on improving maternal health at both community and health care facilities through the use of evidence-based, feasible and cost effective interventions in other to achieve accelerated reduction in maternal and newborn deaths. The three key priorities interventions areas identified;",,[],https://www.moh.gov.gh/millennium-accelerated-framework-maf-programme/,2025-07-09T14:34:32.797016
Millennium Accelerated Framework (MAF) Programme,"The MDG Acceleration Framework (MAF) focuses on improving maternal health at both community and health care facilities through the use of evidence-based, feasible and cost effective interventions in other to achieve accelerated reduction in maternal and newborn deaths. The three key priorities interventions areas identified;",,[],https://www.moh.gov.gh/millennium-accelerated-framework-maf-programme/,2025-07-09T14:34:32.802115
